0  0
0.0009853  0.0055169
-0.00419464  0.00377857
0  0
-0.00419464  0.00377857
-0.00456519  -0.00200915
0.0009853  -0.0055169
0  0
-0.00456519  -0.00200915
0.0009853  -0.0055169
-0.00456519  -0.00200915
-0.00484335  -0.00691074
-0.00456519  -0.00200915
-0.00419464  0.00377857
-0.00969879  0.00132006
-0.00419464  0.00377857
0.0009853  0.0055169
-0.00279652  0.0101085
-0.00484335  -0.00691074
-0.00456519  -0.00200915
-0.00965873  -0.00473242
0.0009853  -0.0055169
-0.00484335  -0.00691074
-0.00235639  -0.0116935
-0.00419464  0.00377857
-0.00279652  0.0101085
-0.00911274  0.00773429
-0.00419464  0.00377857
-0.00911274  0.00773429
-0.00969879  0.00132006
-0.00484335  -0.00691074
-0.00965873  -0.00473242
-0.00864132  -0.0106128
-0.00456519  -0.00200915
-0.00969879  0.00132006
-0.00965873  -0.00473242
0.0009853  0.0055169
0.0049224  0.0121211
-0.00279652  0.0101085
0.0049224  -0.0121211
0.0009853  -0.0055169
-0.00235639  -0.0116935
-0.00911274  0.00773429
-0.00279652  0.0101085
-0.00808512  0.0144891
-0.00484335  -0.00691074
-0.00864132  -0.0106128
-0.00235639  -0.0116935
-0.00969879  0.00132006
-0.00911274  0.00773429
-0.015287  0.00493043
-0.00864132  -0.0106128
-0.00965873  -0.00473242
-0.014829  -0.00840942
0.0510744  -0.0358698
0.0435324  -0.0334909
0.0446232  -0.0404955
0.0435324  0.0334909
0.0510744  0.0358698
0.0448095  0.0404826
-0.00965873  -0.00473242
-0.00969879  0.00132006
-0.0154074  -0.00178928
-0.00911274  0.00773429
-0.00808512  0.0144891
-0.014652  0.0117809
-0.00279652  0.0101085
0.0049224  0.0121211
-0.00131942  0.0170166
0.0049224  -0.0121211
-0.00235639  -0.0116935
0.000109734  -0.0181459
0.0359311  0.0307864
0.0435324  0.0334909
0.0371233  0.0376878
0.0435324  -0.0334909
0.0359311  -0.0307864
0.0368666  -0.0376494
0.0585574  -0.0379907
0.0510744  -0.0358698
0.0523829  -0.0431143
0.0510744  0.0358698
0.0585574  0.0379907
0.0525151  0.043079
0.012766  -0.0191283
0.0049224  -0.0121211
0.0059624  -0.0197316
0.0049224  0.0121211
0.012766  0.0191283
0.00480928  0.0196861
0.0510744  0.0358698
0.0525151  0.043079
0.0448095  0.0404826
0.0523829  -0.0431143
0.0510744  -0.0358698
0.0446232  -0.0404955
-0.00235639  -0.0116935
-0.00864132  -0.0106128
-0.00669552  -0.0168695
-0.00808512  0.0144891
-0.00279652  0.0101085
-0.00131942  0.0170166
-0.00911274  0.00773429
-0.014652  0.0117809
-0.015287  0.00493043
-0.00864132  -0.0106128
-0.014829  -0.00840942
-0.0135007  -0.0150861
-0.014652  0.0117809
-0.00808512  0.0144891
-0.0137567  0.0187503
-0.0154074  -0.00178928
-0.00969879  0.00132006
-0.015287  0.00493043
0.0359311  -0.0307864
0.0282699  -0.0276499
0.0291654  -0.0344114
0.0282699  0.0276499
